"Salix"	"Rgaller"	"cooccur"	"interact"	"salix_ID"	"galler_ID"	"post_mean"	"post_SD"
"3796"	"fragilis x pentandra"	"Halien"	0	0	20	29	0.545143663965149	0.048141703207588
"3797"	"elaeagnos"	"Hsglab"	0	0	17	48	0.545143663965149	0.048141703207588
"3798"	"appendiculata"	"Hsglab"	2	0	5	48	0.392670223765779	0.0333507633690987
"3799"	"myrsinifolia"	"Hsglab"	0	0	34	48	0.545143663965149	0.048141703207588
"3800"	"foetida"	"Hsglab"	0	0	18	48	0.545143663965149	0.048141703207588
"3801"	"hastata"	"Hsglab"	0	0	24	48	0.545143663965149	0.048141703207588
"3802"	"daphnoides"	"Hsglab"	0	0	16	48	0.545143663965149	0.048141703207588
"3803"	"helvetica"	"Hsglab"	0	0	26	48	0.545143663965149	0.048141703207588
"3804"	"glaucosericea"	"Hsglab"	0	0	23	48	0.545143663965149	0.048141703207588
"3805"	"cinerea"	"Hsglab"	0	0	13	48	0.545143663965149	0.048141703207588
"3806"	"purpurea"	"Hsglab"	0	0	41	48	0.545143663965149	0.048141703207588
"3807"	"alba"	"Hsglab"	0	0	2	48	0.545143663965149	0.048141703207588
"3808"	"fragilis"	"Hsglab"	0	0	19	48	0.545143663965149	0.048141703207588
"3809"	"repens"	"Hsglab"	0	0	42	48	0.545143663965149	0.048141703207588
"3810"	"lapponum"	"Hsglab"	0	0	29	48	0.545143663965149	0.048141703207588
"3811"	"myrsinites"	"Hsglab"	0	0	35	48	0.545143663965149	0.048141703207588
"3812"	"phylicifolia"	"Hsglab"	0	0	38	48	0.545143663965149	0.048141703207588
"3813"	"glauca"	"Hsglab"	0	0	22	48	0.545143663965149	0.048141703207588
"3814"	"caprea"	"Hsglab"	0	0	11	48	0.545143663965149	0.048141703207588
"3815"	"mielichhoferi"	"Hsglab"	0	0	33	48	0.545143663965149	0.048141703207588
"3816"	"waldsteiniana"	"Hsglab"	0	0	52	48	0.545143663965149	0.048141703207588
"3817"	"pentandra"	"Hsglab"	0	0	37	48	0.545143663965149	0.048141703207588
"3818"	"breviserrata"	"Hsglab"	0	0	10	48	0.545143663965149	0.048141703207588
"3819"	"reticulata"	"Hsglab"	0	0	43	48	0.545143663965149	0.048141703207588
"3820"	"retusa"	"Hsglab"	0	0	44	48	0.545143663965149	0.048141703207588
"3821"	"aurita"	"Hsglab"	0	0	6	48	0.545143663965149	0.048141703207588
"3822"	"triandra"	"Hsglab"	0	0	48	48	0.545143663965149	0.048141703207588
"3823"	"lanata"	"Hsglab"	0	0	28	48	0.545143663965149	0.048141703207588
"3824"	"herbacea"	"Hsglab"	0	0	27	48	0.545143663965149	0.048141703207588
"3825"	"borealis"	"Hsglab"	0	0	9	48	0.545143663965149	0.048141703207588
"3826"	"myrtilloides"	"Hsglab"	0	0	36	48	0.545143663965149	0.048141703207588
"3827"	"viminalis"	"Hsglab"	0	0	49	48	0.545143663965149	0.048141703207588
"3828"	"glabra"	"Hsglab"	3	3	21	48	0.712561671027177	0.0251289187183009
"3829"	"apennina"	"Hsglab"	0	0	4	48	0.545143663965149	0.048141703207588
"3830"	"rubens"	"Hsglab"	0	0	46	48	0.545143663965149	0.048141703207588
"3831"	"rosmarinifolia"	"Hsglab"	0	0	45	48	0.545143663965149	0.048141703207588
"3832"	"caprea x appendiculata"	"Hsglab"	0	0	12	48	0.545143663965149	0.048141703207588
"3833"	"cinerea oleifolia"	"Hsglab"	0	0	14	48	0.545143663965149	0.048141703207588
"3834"	"viminalis x caprea"	"Hsglab"	0	0	51	48	0.545143663965149	0.048141703207588
"3835"	"viminalis x ?"	"Hsglab"	0	0	50	48	0.545143663965149	0.048141703207588
"3836"	"alpina?"	"Hsglab"	0	0	3	48	0.545143663965149	0.048141703207588
"3837"	"phylicifolia x caprea ?"	"Hsglab"	0	0	39	48	0.545143663965149	0.048141703207588
"3838"	"lapponum x glauca?"	"Hsglab"	0	0	31	48	0.545143663965149	0.048141703207588
"3839"	"lapponum x glauca"	"Hsglab"	0	0	30	48	0.545143663965149	0.048141703207588
"3840"	"aurita x caprea"	"Hsglab"	0	0	7	48	0.545143663965149	0.048141703207588
"3841"	"starkeana"	"Hsglab"	0	0	47	48	0.545143663965149	0.048141703207588
"3842"	"hastata x phylicifolia"	"Hsglab"	0	0	25	48	0.545143663965149	0.048141703207588
"3843"	"lapponum x phylicifolia"	"Hsglab"	0	0	32	48	0.545143663965149	0.048141703207588
"3844"	"acutifolia"	"Hsglab"	0	0	1	48	0.545143663965149	0.048141703207588
"3845"	"bicolor"	"Hsglab"	0	0	8	48	0.545143663965149	0.048141703207588
"3846"	"polaris"	"Hsglab"	0	0	40	48	0.545143663965149	0.048141703207588
"3847"	"cinerea x myrsinifolia"	"Hsglab"	0	0	15	48	0.545143663965149	0.048141703207588
"3848"	"fragilis x pentandra"	"Hsglab"	0	0	20	48	0.545143663965149	0.048141703207588
"3849"	"elaeagnos"	"Htuber"	0	0	17	54	0.545143663965149	0.048141703207588
"3850"	"appendiculata"	"Htuber"	1	0	5	54	0.456512080518707	0.0403384966949806
"3851"	"myrsinifolia"	"Htuber"	2	0	34	54	0.392670223765779	0.0333507633690987
"3852"	"foetida"	"Htuber"	1	0	18	54	0.456512080518707	0.0403384966949806
"3853"	"hastata"	"Htuber"	6	6	24	54	0.789894687764422	0.0148835059104872
"3854"	"daphnoides"	"Htuber"	0	0	16	54	0.545143663965149	0.048141703207588
"3855"	"helvetica"	"Htuber"	0	0	26	54	0.545143663965149	0.048141703207588
"3856"	"glaucosericea"	"Htuber"	1	0	23	54	0.456512080518707	0.0403384966949806
"3857"	"cinerea"	"Htuber"	0	0	13	54	0.545143663965149	0.048141703207588
"3858"	"purpurea"	"Htuber"	1	0	41	54	0.456512080518707	0.0403384966949806
"3859"	"alba"	"Htuber"	0	0	2	54	0.545143663965149	0.048141703207588
"3860"	"fragilis"	"Htuber"	0	0	19	54	0.545143663965149	0.048141703207588
"3861"	"repens"	"Htuber"	0	0	42	54	0.545143663965149	0.048141703207588
"3862"	"lapponum"	"Htuber"	1	0	29	54	0.456512080518707	0.0403384966949806
"3863"	"myrsinites"	"Htuber"	0	0	35	54	0.545143663965149	0.048141703207588
"3864"	"phylicifolia"	"Htuber"	3	0	38	54	0.344493791569958	0.0277054286114692
"3865"	"glauca"	"Htuber"	2	0	22	54	0.392670223765779	0.0333507633690987
"3866"	"caprea"	"Htuber"	1	0	11	54	0.456512080518707	0.0403384966949806
"3867"	"mielichhoferi"	"Htuber"	0	0	33	54	0.545143663965149	0.048141703207588
"3868"	"waldsteiniana"	"Htuber"	0	0	52	54	0.545143663965149	0.048141703207588
"3869"	"pentandra"	"Htuber"	1	0	37	54	0.456512080518707	0.0403384966949806
"3870"	"breviserrata"	"Htuber"	0	0	10	54	0.545143663965149	0.048141703207588
"3871"	"reticulata"	"Htuber"	1	0	43	54	0.456512080518707	0.0403384966949806
"3872"	"retusa"	"Htuber"	1	0	44	54	0.456512080518707	0.0403384966949806
"3873"	"aurita"	"Htuber"	0	0	6	54	0.545143663965149	0.048141703207588
"3874"	"triandra"	"Htuber"	0	0	48	54	0.545143663965149	0.048141703207588
"3875"	"lanata"	"Htuber"	0	0	28	54	0.545143663965149	0.048141703207588
"3876"	"herbacea"	"Htuber"	0	0	27	54	0.545143663965149	0.048141703207588
"3877"	"borealis"	"Htuber"	0	0	9	54	0.545143663965149	0.048141703207588
"3878"	"myrtilloides"	"Htuber"	1	0	36	54	0.456512080518707	0.0403384966949806
"3879"	"viminalis"	"Htuber"	0	0	49	54	0.545143663965149	0.048141703207588
"3880"	"glabra"	"Htuber"	0	0	21	54	0.545143663965149	0.048141703207588
"3881"	"apennina"	"Htuber"	0	0	4	54	0.545143663965149	0.048141703207588
"3882"	"rubens"	"Htuber"	0	0	46	54	0.545143663965149	0.048141703207588
"3883"	"rosmarinifolia"	"Htuber"	0	0	45	54	0.545143663965149	0.048141703207588
"3884"	"caprea x appendiculata"	"Htuber"	0	0	12	54	0.545143663965149	0.048141703207588
"3885"	"cinerea oleifolia"	"Htuber"	0	0	14	54	0.545143663965149	0.048141703207588
"3886"	"viminalis x caprea"	"Htuber"	0	0	51	54	0.545143663965149	0.048141703207588
"3887"	"viminalis x ?"	"Htuber"	0	0	50	54	0.545143663965149	0.048141703207588
"3888"	"alpina?"	"Htuber"	0	0	3	54	0.545143663965149	0.048141703207588
"3889"	"phylicifolia x caprea ?"	"Htuber"	0	0	39	54	0.545143663965149	0.048141703207588
"3890"	"lapponum x glauca?"	"Htuber"	0	0	31	54	0.545143663965149	0.048141703207588
"3891"	"lapponum x glauca"	"Htuber"	0	0	30	54	0.545143663965149	0.048141703207588
"3892"	"aurita x caprea"	"Htuber"	0	0	7	54	0.545143663965149	0.048141703207588
"3893"	"starkeana"	"Htuber"	0	0	47	54	0.545143663965149	0.048141703207588
"3894"	"hastata x phylicifolia"	"Htuber"	0	0	25	54	0.545143663965149	0.048141703207588
"3895"	"lapponum x phylicifolia"	"Htuber"	0	0	32	54	0.545143663965149	0.048141703207588
"3896"	"acutifolia"	"Htuber"	0	0	1	54	0.545143663965149	0.048141703207588
"3897"	"bicolor"	"Htuber"	0	0	8	54	0.545143663965149	0.048141703207588
"3898"	"polaris"	"Htuber"	0	0	40	54	0.545143663965149	0.048141703207588
"3899"	"cinerea x myrsinifolia"	"Htuber"	0	0	15	54	0.545143663965149	0.048141703207588
"3900"	"fragilis x pentandra"	"Htuber"	0	0	20	54	0.545143663965149	0.048141703207588
"3901"	"elaeagnos"	"Eweiff"	0	0	17	27	0.545143663965149	0.048141703207588
"3902"	"appendiculata"	"Eweiff"	0	0	5	27	0.545143663965149	0.048141703207588
"3903"	"myrsinifolia"	"Eweiff"	0	0	34	27	0.545143663965149	0.048141703207588
"3904"	"foetida"	"Eweiff"	0	0	18	27	0.545143663965149	0.048141703207588
"3905"	"hastata"	"Eweiff"	0	0	24	27	0.545143663965149	0.048141703207588
"3906"	"daphnoides"	"Eweiff"	0	0	16	27	0.545143663965149	0.048141703207588
"3907"	"helvetica"	"Eweiff"	0	0	26	27	0.545143663965149	0.048141703207588
"3908"	"glaucosericea"	"Eweiff"	0	0	23	27	0.545143663965149	0.048141703207588
"3909"	"cinerea"	"Eweiff"	0	0	13	27	0.545143663965149	0.048141703207588
"3910"	"purpurea"	"Eweiff"	0	0	41	27	0.545143663965149	0.048141703207588
"3911"	"alba"	"Eweiff"	0	0	2	27	0.545143663965149	0.048141703207588
"3912"	"fragilis"	"Eweiff"	0	0	19	27	0.545143663965149	0.048141703207588
"3913"	"repens"	"Eweiff"	13	13	42	27	0.870924046278191	0.00619345450692354
"3914"	"lapponum"	"Eweiff"	0	0	29	27	0.545143663965149	0.048141703207588
"3915"	"myrsinites"	"Eweiff"	0	0	35	27	0.545143663965149	0.048141703207588
"3916"	"phylicifolia"	"Eweiff"	0	0	38	27	0.545143663965149	0.048141703207588
"3917"	"glauca"	"Eweiff"	0	0	22	27	0.545143663965149	0.048141703207588
"3918"	"caprea"	"Eweiff"	0	0	11	27	0.545143663965149	0.048141703207588
"3919"	"mielichhoferi"	"Eweiff"	0	0	33	27	0.545143663965149	0.048141703207588
"3920"	"waldsteiniana"	"Eweiff"	0	0	52	27	0.545143663965149	0.048141703207588
"3921"	"pentandra"	"Eweiff"	0	0	37	27	0.545143663965149	0.048141703207588
"3922"	"breviserrata"	"Eweiff"	0	0	10	27	0.545143663965149	0.048141703207588
"3923"	"reticulata"	"Eweiff"	0	0	43	27	0.545143663965149	0.048141703207588
"3924"	"retusa"	"Eweiff"	0	0	44	27	0.545143663965149	0.048141703207588
"3925"	"aurita"	"Eweiff"	2	0	6	27	0.392670223765779	0.0333507633690987
"3926"	"triandra"	"Eweiff"	0	0	48	27	0.545143663965149	0.048141703207588
"3927"	"lanata"	"Eweiff"	0	0	28	27	0.545143663965149	0.048141703207588
"3928"	"herbacea"	"Eweiff"	0	0	27	27	0.545143663965149	0.048141703207588
"3929"	"borealis"	"Eweiff"	0	0	9	27	0.545143663965149	0.048141703207588
"3930"	"myrtilloides"	"Eweiff"	0	0	36	27	0.545143663965149	0.048141703207588
"3931"	"viminalis"	"Eweiff"	0	0	49	27	0.545143663965149	0.048141703207588
"3932"	"glabra"	"Eweiff"	0	0	21	27	0.545143663965149	0.048141703207588
"3933"	"apennina"	"Eweiff"	0	0	4	27	0.545143663965149	0.048141703207588
"3934"	"rubens"	"Eweiff"	0	0	46	27	0.545143663965149	0.048141703207588
"3935"	"rosmarinifolia"	"Eweiff"	4	4	45	27	0.743973394307767	0.0208156312994644
"3936"	"caprea x appendiculata"	"Eweiff"	0	0	12	27	0.545143663965149	0.048141703207588
"3937"	"cinerea oleifolia"	"Eweiff"	0	0	14	27	0.545143663965149	0.048141703207588
"3938"	"viminalis x caprea"	"Eweiff"	0	0	51	27	0.545143663965149	0.048141703207588
"3939"	"viminalis x ?"	"Eweiff"	0	0	50	27	0.545143663965149	0.048141703207588
"3940"	"alpina?"	"Eweiff"	0	0	3	27	0.545143663965149	0.048141703207588
"3941"	"phylicifolia x caprea ?"	"Eweiff"	0	0	39	27	0.545143663965149	0.048141703207588
"3942"	"lapponum x glauca?"	"Eweiff"	0	0	31	27	0.545143663965149	0.048141703207588
"3943"	"lapponum x glauca"	"Eweiff"	0	0	30	27	0.545143663965149	0.048141703207588
"3944"	"aurita x caprea"	"Eweiff"	0	0	7	27	0.545143663965149	0.048141703207588
"3945"	"starkeana"	"Eweiff"	0	0	47	27	0.545143663965149	0.048141703207588
"3946"	"hastata x phylicifolia"	"Eweiff"	0	0	25	27	0.545143663965149	0.048141703207588
"3947"	"lapponum x phylicifolia"	"Eweiff"	0	0	32	27	0.545143663965149	0.048141703207588
"3948"	"acutifolia"	"Eweiff"	0	0	1	27	0.545143663965149	0.048141703207588
"3949"	"bicolor"	"Eweiff"	0	0	8	27	0.545143663965149	0.048141703207588
"3950"	"polaris"	"Eweiff"	0	0	40	27	0.545143663965149	0.048141703207588
"3951"	"cinerea x myrsinifolia"	"Eweiff"	0	0	15	27	0.545143663965149	0.048141703207588
"3952"	"fragilis x pentandra"	"Eweiff"	0	0	20	27	0.545143663965149	0.048141703207588
"3953"	"elaeagnos"	"Esubge"	0	0	17	24	0.545143663965149	0.048141703207588
"3954"	"appendiculata"	"Esubge"	0	0	5	24	0.545143663965149	0.048141703207588
"3955"	"myrsinifolia"	"Esubge"	0	0	34	24	0.545143663965149	0.048141703207588
"3956"	"foetida"	"Esubge"	0	0	18	24	0.545143663965149	0.048141703207588
"3957"	"hastata"	"Esubge"	0	0	24	24	0.545143663965149	0.048141703207588
"3958"	"daphnoides"	"Esubge"	0	0	16	24	0.545143663965149	0.048141703207588
"3959"	"helvetica"	"Esubge"	0	0	26	24	0.545143663965149	0.048141703207588
"3960"	"glaucosericea"	"Esubge"	0	0	23	24	0.545143663965149	0.048141703207588
"3961"	"cinerea"	"Esubge"	2	0	13	24	0.392670223765779	0.0333507633690987
"3962"	"purpurea"	"Esubge"	0	0	41	24	0.545143663965149	0.048141703207588
"3963"	"alba"	"Esubge"	1	0	2	24	0.456512080518707	0.0403384966949806
"3964"	"fragilis"	"Esubge"	1	0	19	24	0.456512080518707	0.0403384966949806
"3965"	"repens"	"Esubge"	0	0	42	24	0.545143663965149	0.048141703207588
"3966"	"lapponum"	"Esubge"	0	0	29	24	0.545143663965149	0.048141703207588
"3967"	"myrsinites"	"Esubge"	0	0	35	24	0.545143663965149	0.048141703207588
"3968"	"phylicifolia"	"Esubge"	0	0	38	24	0.545143663965149	0.048141703207588
"3969"	"glauca"	"Esubge"	0	0	22	24	0.545143663965149	0.048141703207588
"3970"	"caprea"	"Esubge"	0	0	11	24	0.545143663965149	0.048141703207588
"3971"	"mielichhoferi"	"Esubge"	0	0	33	24	0.545143663965149	0.048141703207588
"3972"	"waldsteiniana"	"Esubge"	0	0	52	24	0.545143663965149	0.048141703207588
"3973"	"pentandra"	"Esubge"	0	0	37	24	0.545143663965149	0.048141703207588
"3974"	"breviserrata"	"Esubge"	0	0	10	24	0.545143663965149	0.048141703207588
"3975"	"reticulata"	"Esubge"	0	0	43	24	0.545143663965149	0.048141703207588
"3976"	"retusa"	"Esubge"	0	0	44	24	0.545143663965149	0.048141703207588
"3977"	"aurita"	"Esubge"	0	0	6	24	0.545143663965149	0.048141703207588
"3978"	"triandra"	"Esubge"	0	0	48	24	0.545143663965149	0.048141703207588
"3979"	"lanata"	"Esubge"	0	0	28	24	0.545143663965149	0.048141703207588
"3980"	"herbacea"	"Esubge"	0	0	27	24	0.545143663965149	0.048141703207588
"3981"	"borealis"	"Esubge"	0	0	9	24	0.545143663965149	0.048141703207588
"3982"	"myrtilloides"	"Esubge"	0	0	36	24	0.545143663965149	0.048141703207588
"3983"	"viminalis"	"Esubge"	2	2	49	24	0.672364275587535	0.0308069791629428
"3984"	"glabra"	"Esubge"	0	0	21	24	0.545143663965149	0.048141703207588
"3985"	"apennina"	"Esubge"	0	0	4	24	0.545143663965149	0.048141703207588
"3986"	"rubens"	"Esubge"	0	0	46	24	0.545143663965149	0.048141703207588
"3987"	"rosmarinifolia"	"Esubge"	0	0	45	24	0.545143663965149	0.048141703207588
"3988"	"caprea x appendiculata"	"Esubge"	0	0	12	24	0.545143663965149	0.048141703207588
"3989"	"cinerea oleifolia"	"Esubge"	0	0	14	24	0.545143663965149	0.048141703207588
"3990"	"viminalis x caprea"	"Esubge"	0	0	51	24	0.545143663965149	0.048141703207588
"3991"	"viminalis x ?"	"Esubge"	0	0	50	24	0.545143663965149	0.048141703207588
"3992"	"alpina?"	"Esubge"	0	0	3	24	0.545143663965149	0.048141703207588
"3993"	"phylicifolia x caprea ?"	"Esubge"	0	0	39	24	0.545143663965149	0.048141703207588
"3994"	"lapponum x glauca?"	"Esubge"	0	0	31	24	0.545143663965149	0.048141703207588
"3995"	"lapponum x glauca"	"Esubge"	0	0	30	24	0.545143663965149	0.048141703207588
"3996"	"aurita x caprea"	"Esubge"	0	0	7	24	0.545143663965149	0.048141703207588
"3997"	"starkeana"	"Esubge"	0	0	47	24	0.545143663965149	0.048141703207588
"3998"	"hastata x phylicifolia"	"Esubge"	0	0	25	24	0.545143663965149	0.048141703207588
"3999"	"lapponum x phylicifolia"	"Esubge"	0	0	32	24	0.545143663965149	0.048141703207588
"4000"	"acutifolia"	"Esubge"	0	0	1	24	0.545143663965149	0.048141703207588
"4001"	"bicolor"	"Esubge"	0	0	8	24	0.545143663965149	0.048141703207588
"4002"	"polaris"	"Esubge"	0	0	40	24	0.545143663965149	0.048141703207588
"4003"	"cinerea x myrsinifolia"	"Esubge"	0	0	15	24	0.545143663965149	0.048141703207588
"4004"	"fragilis x pentandra"	"Esubge"	0	0	20	24	0.545143663965149	0.048141703207588
"4005"	"elaeagnos"	"Egemmc"	0	0	17	9	0.545143663965149	0.048141703207588
"4006"	"appendiculata"	"Egemmc"	0	0	5	9	0.545143663965149	0.048141703207588
"4007"	"myrsinifolia"	"Egemmc"	0	0	34	9	0.545143663965149	0.048141703207588
"4008"	"foetida"	"Egemmc"	0	0	18	9	0.545143663965149	0.048141703207588
"4009"	"hastata"	"Egemmc"	0	0	24	9	0.545143663965149	0.048141703207588
"4010"	"daphnoides"	"Egemmc"	0	0	16	9	0.545143663965149	0.048141703207588
"4011"	"helvetica"	"Egemmc"	0	0	26	9	0.545143663965149	0.048141703207588
"4012"	"glaucosericea"	"Egemmc"	0	0	23	9	0.545143663965149	0.048141703207588
"4013"	"cinerea"	"Egemmc"	4	4	13	9	0.743973394307767	0.0208156312994644
"4014"	"purpurea"	"Egemmc"	0	0	41	9	0.545143663965149	0.048141703207588
"4015"	"alba"	"Egemmc"	1	0	2	9	0.456512080518707	0.0403384966949806
"4016"	"fragilis"	"Egemmc"	1	0	19	9	0.456512080518707	0.0403384966949806
"4017"	"repens"	"Egemmc"	0	0	42	9	0.545143663965149	0.048141703207588
"4018"	"lapponum"	"Egemmc"	0	0	29	9	0.545143663965149	0.048141703207588
"4019"	"myrsinites"	"Egemmc"	0	0	35	9	0.545143663965149	0.048141703207588
"4020"	"phylicifolia"	"Egemmc"	0	0	38	9	0.545143663965149	0.048141703207588
"4021"	"glauca"	"Egemmc"	0	0	22	9	0.545143663965149	0.048141703207588
"4022"	"caprea"	"Egemmc"	0	0	11	9	0.545143663965149	0.048141703207588
"4023"	"mielichhoferi"	"Egemmc"	0	0	33	9	0.545143663965149	0.048141703207588
"4024"	"waldsteiniana"	"Egemmc"	0	0	52	9	0.545143663965149	0.048141703207588
"4025"	"pentandra"	"Egemmc"	0	0	37	9	0.545143663965149	0.048141703207588
"4026"	"breviserrata"	"Egemmc"	0	0	10	9	0.545143663965149	0.048141703207588
"4027"	"reticulata"	"Egemmc"	0	0	43	9	0.545143663965149	0.048141703207588
"4028"	"retusa"	"Egemmc"	0	0	44	9	0.545143663965149	0.048141703207588
"4029"	"aurita"	"Egemmc"	1	0	6	9	0.456512080518707	0.0403384966949806
"4030"	"triandra"	"Egemmc"	0	0	48	9	0.545143663965149	0.048141703207588
"4031"	"lanata"	"Egemmc"	0	0	28	9	0.545143663965149	0.048141703207588
"4032"	"herbacea"	"Egemmc"	0	0	27	9	0.545143663965149	0.048141703207588
"4033"	"borealis"	"Egemmc"	0	0	9	9	0.545143663965149	0.048141703207588
"4034"	"myrtilloides"	"Egemmc"	0	0	36	9	0.545143663965149	0.048141703207588
"4035"	"viminalis"	"Egemmc"	1	0	49	9	0.456512080518707	0.0403384966949806
"4036"	"glabra"	"Egemmc"	0	0	21	9	0.545143663965149	0.048141703207588
"4037"	"apennina"	"Egemmc"	0	0	4	9	0.545143663965149	0.048141703207588
"4038"	"rubens"	"Egemmc"	0	0	46	9	0.545143663965149	0.048141703207588
"4039"	"rosmarinifolia"	"Egemmc"	0	0	45	9	0.545143663965149	0.048141703207588
"4040"	"caprea x appendiculata"	"Egemmc"	0	0	12	9	0.545143663965149	0.048141703207588
"4041"	"cinerea oleifolia"	"Egemmc"	0	0	14	9	0.545143663965149	0.048141703207588
"4042"	"viminalis x caprea"	"Egemmc"	0	0	51	9	0.545143663965149	0.048141703207588
"4043"	"viminalis x ?"	"Egemmc"	0	0	50	9	0.545143663965149	0.048141703207588
"4044"	"alpina?"	"Egemmc"	0	0	3	9	0.545143663965149	0.048141703207588
"4045"	"phylicifolia x caprea ?"	"Egemmc"	0	0	39	9	0.545143663965149	0.048141703207588
"4046"	"lapponum x glauca?"	"Egemmc"	0	0	31	9	0.545143663965149	0.048141703207588
"4047"	"lapponum x glauca"	"Egemmc"	0	0	30	9	0.545143663965149	0.048141703207588
"4048"	"aurita x caprea"	"Egemmc"	0	0	7	9	0.545143663965149	0.048141703207588
"4049"	"starkeana"	"Egemmc"	0	0	47	9	0.545143663965149	0.048141703207588
"4050"	"hastata x phylicifolia"	"Egemmc"	0	0	25	9	0.545143663965149	0.048141703207588
"4051"	"lapponum x phylicifolia"	"Egemmc"	0	0	32	9	0.545143663965149	0.048141703207588
"4052"	"acutifolia"	"Egemmc"	0	0	1	9	0.545143663965149	0.048141703207588
"4053"	"bicolor"	"Egemmc"	0	0	8	9	0.545143663965149	0.048141703207588
"4054"	"polaris"	"Egemmc"	0	0	40	9	0.545143663965149	0.048141703207588
"4055"	"cinerea x myrsinifolia"	"Egemmc"	0	0	15	9	0.545143663965149	0.048141703207588
"4056"	"fragilis x pentandra"	"Egemmc"	0	0	20	9	0.545143663965149	0.048141703207588
"4057"	"elaeagnos"	"Eaurit"	0	0	17	4	0.545143663965149	0.048141703207588
"4058"	"appendiculata"	"Eaurit"	0	0	5	4	0.545143663965149	0.048141703207588
"4059"	"myrsinifolia"	"Eaurit"	0	0	34	4	0.545143663965149	0.048141703207588
"4060"	"foetida"	"Eaurit"	0	0	18	4	0.545143663965149	0.048141703207588
"4061"	"hastata"	"Eaurit"	0	0	24	4	0.545143663965149	0.048141703207588
"4062"	"daphnoides"	"Eaurit"	0	0	16	4	0.545143663965149	0.048141703207588
"4063"	"helvetica"	"Eaurit"	0	0	26	4	0.545143663965149	0.048141703207588
"4064"	"glaucosericea"	"Eaurit"	0	0	23	4	0.545143663965149	0.048141703207588
"4065"	"cinerea"	"Eaurit"	0	0	13	4	0.545143663965149	0.048141703207588
"4066"	"purpurea"	"Eaurit"	0	0	41	4	0.545143663965149	0.048141703207588
"4067"	"alba"	"Eaurit"	0	0	2	4	0.545143663965149	0.048141703207588
"4068"	"fragilis"	"Eaurit"	0	0	19	4	0.545143663965149	0.048141703207588
"4069"	"repens"	"Eaurit"	0	0	42	4	0.545143663965149	0.048141703207588
"4070"	"lapponum"	"Eaurit"	0	0	29	4	0.545143663965149	0.048141703207588
"4071"	"myrsinites"	"Eaurit"	0	0	35	4	0.545143663965149	0.048141703207588
"4072"	"phylicifolia"	"Eaurit"	0	0	38	4	0.545143663965149	0.048141703207588
"4073"	"glauca"	"Eaurit"	0	0	22	4	0.545143663965149	0.048141703207588
"4074"	"caprea"	"Eaurit"	2	0	11	4	0.392670223765779	0.0333507633690987
"4075"	"mielichhoferi"	"Eaurit"	0	0	33	4	0.545143663965149	0.048141703207588
"4076"	"waldsteiniana"	"Eaurit"	0	0	52	4	0.545143663965149	0.048141703207588
"4077"	"pentandra"	"Eaurit"	1	0	37	4	0.456512080518707	0.0403384966949806
"4078"	"breviserrata"	"Eaurit"	0	0	10	4	0.545143663965149	0.048141703207588
"4079"	"reticulata"	"Eaurit"	0	0	43	4	0.545143663965149	0.048141703207588
"4080"	"retusa"	"Eaurit"	0	0	44	4	0.545143663965149	0.048141703207588
"4081"	"aurita"	"Eaurit"	13	13	6	4	0.870924046278191	0.00619345450692354
"4082"	"triandra"	"Eaurit"	0	0	48	4	0.545143663965149	0.048141703207588
"4083"	"lanata"	"Eaurit"	0	0	28	4	0.545143663965149	0.048141703207588
"4084"	"herbacea"	"Eaurit"	0	0	27	4	0.545143663965149	0.048141703207588
"4085"	"borealis"	"Eaurit"	0	0	9	4	0.545143663965149	0.048141703207588
"4086"	"myrtilloides"	"Eaurit"	0	0	36	4	0.545143663965149	0.048141703207588
"4087"	"viminalis"	"Eaurit"	0	0	49	4	0.545143663965149	0.048141703207588
"4088"	"glabra"	"Eaurit"	0	0	21	4	0.545143663965149	0.048141703207588
"4089"	"apennina"	"Eaurit"	0	0	4	4	0.545143663965149	0.048141703207588
"4090"	"rubens"	"Eaurit"	0	0	46	4	0.545143663965149	0.048141703207588
"4091"	"rosmarinifolia"	"Eaurit"	1	0	45	4	0.456512080518707	0.0403384966949806
"4092"	"caprea x appendiculata"	"Eaurit"	0	0	12	4	0.545143663965149	0.048141703207588
"4093"	"cinerea oleifolia"	"Eaurit"	0	0	14	4	0.545143663965149	0.048141703207588
"4094"	"viminalis x caprea"	"Eaurit"	0	0	51	4	0.545143663965149	0.048141703207588
"4095"	"viminalis x ?"	"Eaurit"	0	0	50	4	0.545143663965149	0.048141703207588
"4096"	"alpina?"	"Eaurit"	0	0	3	4	0.545143663965149	0.048141703207588
"4097"	"phylicifolia x caprea ?"	"Eaurit"	1	0	39	4	0.456512080518707	0.0403384966949806
"4098"	"lapponum x glauca?"	"Eaurit"	0	0	31	4	0.545143663965149	0.048141703207588
"4099"	"lapponum x glauca"	"Eaurit"	0	0	30	4	0.545143663965149	0.048141703207588
"4100"	"aurita x caprea"	"Eaurit"	1	0	7	4	0.456512080518707	0.0403384966949806
"4101"	"starkeana"	"Eaurit"	0	0	47	4	0.545143663965149	0.048141703207588
"4102"	"hastata x phylicifolia"	"Eaurit"	0	0	25	4	0.545143663965149	0.048141703207588
"4103"	"lapponum x phylicifolia"	"Eaurit"	0	0	32	4	0.545143663965149	0.048141703207588
